1.000000000000000000e+00,3.282680578400801186e-01,6.719706586906595835e-02,4.996407029498080993e-02,1.908176726280049612e-02,1.461727158900901768e-01,2.127061284923297824e-01,1.268397993127541312e-01,1.981957152011960266e-01,6.330205483337643380e-02,2.880145831827559122e-01,2.524814850095930541e-01,3.486795652303341653e-01,2.579035982969297702e-01,3.607348972210874249e-01,2.140970678405193228e-01,3.387168602448467625e-02,5.376122445800571997e-02,2.983529849383283472e-01,3.146404300404349041e-01,4.901569734802118522e-02,2.225597416548083518e-01,7.127886663780952370e-02,3.321879318855070623e-02,9.807052220172080351e-03,2.408881448582779125e-02,2.535327086900297441e-02,2.729827364710395859e-02,8.364265049508447236e-02,5.784324347238933850e-02,5.177852917890241741e-02,1.398412648434533070e-02,1.624626364662894867e-02,1.848406176307990437e-02,1.743328113782962804e-02,1.960245293592650581e-02,1.899800401662467969e-02,8.147404779915121131e-02,1.066639415387632926e-02,1.133287544068285052e-02,2.008538917451867939e-02
3.282680578400801186e-01,1.000000000000000000e+00,1.498122038107782272e-01,7.645886667433673956e-02,2.484593126134523183e-02,2.902133931879967155e-01,3.840232016410607963e-01,2.304489456924388169e-01,2.703653216568954187e-01,1.002460976377847757e-01,3.495334500585898230e-01,5.183632844561072428e-01,4.698024307490798468e-01,3.680103108348198315e-01,2.609158212050183834e-01,3.582262444161996018e-01,6.802779876122094782e-02,1.211439967752354074e-01,2.887592516243263074e-01,3.766143595540187294e-01,6.593170163160737285e-02,4.929101832046343667e-01,1.580296597100130374e-01,5.287797702963242114e-02,2.094615886877628300e-02,5.607216629686900128e-02,5.847741697235202957e-02,6.192389674948127476e-02,1.637642133875103212e-01,1.268272435799551734e-01,1.014241928717857233e-01,2.807404341122543556e-02,3.576700559665790813e-02,3.988449263671146883e-02,3.925007710173328279e-02,4.238381979105085989e-02,4.292433647965099297e-02,1.863683730558166884e-01,1.500536515402128152e-02,2.393895139296350547e-02,4.724003684419161853e-02
6.719706586906595835e-02,1.498122038107782272e-01,1.000000000000000000e+00,1.609123341078425584e-01,7.016928945476109958e-02,1.889350608156862565e-01,1.024091329435519448e-01,1.720152433236810940e-01,8.138300629485595294e-02,1.734068511783386779e-01,7.615834681944892715e-02,1.236687721585410932e-01,8.361739830757893011e-02,1.027700293829725969e-01,4.867420609675494891e-02,1.025864694496359947e-01,2.217316528226115635e-01,3.290808912112788698e-01,6.336507915672134894e-02,8.444935583849742800e-02,1.119199309881961785e-01,1.485164384927849524e-01,1.753538361458486239e-01,1.592518638418878585e-01,8.949882253892550710e-02,2.167022783020023102e-01,2.371593078253416698e-01,2.423910061925153570e-01,1.631958550736643254e-01,2.008163136849695218e-01,2.939302109862241275e-01,1.032206414709454789e-01,1.314405631637683980e-01,1.551725287793817853e-01,1.396257857031134308e-01,1.626151497207672103e-01,1.692516196004266449e-01,2.424026398100470880e-01,4.838942538372551644e-02,9.249453285810520231e-02,1.504884412502394408e-01
4.996407029498080993e-02,7.645886667433673956e-02,1.609123341078425584e-01,1.000000000000000000e+00,1.356569174213145546e-01,1.130005565479018648e-01,5.410502740187878024e-02,1.405934823313402249e-01,5.461515177905014451e-02,2.169694346766918858e-01,4.252293541899353213e-02,5.770906172799953465e-02,4.783896013046293194e-02,7.041184353795500173e-02,3.379774578538938951e-02,6.042677713497749542e-02,2.304682431577185775e-01,2.186378426996119784e-01,4.295545258308103298e-02,5.100752015967266462e-02,2.114812923028697167e-01,6.930619921292559271e-02,1.063678424076065776e-01,2.200752405997679906e-01,6.678788297046162059e-02,1.176946274194143882e-01,1.395502902373188803e-01,1.487502528933894730e-01,6.716236676783270132e-02,1.096474497944048970e-01,2.899692070724526061e-01,6.566469523388336615e-02,7.785641194127557174e-02,1.035634021298847962e-01,7.830292402235297655e-02,9.227627176830677236e-02,7.783512457274266438e-02,1.001499062810696922e-01,9.738130963963148590e-02,5.177421306816476498e-02,5.890067329642522526e-02
1.908176726280049612e-02,2.484593126134523183e-02,7.016928945476109958e-02,1.356569174213145546e-01,1.000000000000000000e+00,3.478994207130950422e-02,1.773868039788693146e-02,5.062929154574653118e-02,1.706442068686175179e-02,1.290312399676261101e-01,1.383845338974756291e-02,1.693657436233799232e-02,1.507758934462085504e-02,2.230068215088870306e-02,1.233952814273389480e-02,1.831724795801922476e-02,1.196657262770239177e-01,6.596069348658996356e-02,1.452167587658653204e-02,1.754049603821468406e-02,1.169306282899992555e-01,2.082299907638265890e-02,2.943115425596622842e-02,2.805819965734480115e-01,4.886011054946345217e-02,5.546962514047963644e-02,6.457554625163124118e-02,7.482540526387099211e-02,2.420677638531411671e-02,3.966445289557339604e-02,1.348126668036483400e-01,4.244533313066682634e-02,4.263615937570103265e-02,6.172713116193057764e-02,4.135408668064673166e-02,4.971218460193310706e-02,4.212813130713039672e-02,3.143109204263147549e-02,2.865642715427119125e-01,3.179105722914334770e-02,2.755605988501005563e-02
1.461727158900901768e-01,2.902133931879967155e-01,1.889350608156862565e-01,1.130005565479018648e-01,3.478994207130950422e-02,1.000000000000000000e+00,2.830770446959965936e-01,3.795126655780117209e-01,3.070790520411584845e-01,1.659666850731685572e-01,2.156790774392038645e-01,2.563444438651827917e-01,2.310121644160849641e-01,3.132646769075466131e-01,1.378090774325370083e-01,3.057166732456542690e-01,1.071391595568433608e-01,1.845474972465218910e-01,1.942711661988318905e-01,2.299769596784659587e-01,9.906527496065224703e-02,2.482829517936429586e-01,2.579980620784849132e-01,8.502831108815679662e-02,4.201956078349017298e-02,1.021105691263389653e-01,1.071762480317326877e-01,1.100768706434432503e-01,1.926142007278859591e-01,2.031958228617191109e-01,1.636488025908134636e-01,5.970462040181421376e-02,6.692447579603505448e-02,7.892402102154214005e-02,7.602955818718057368e-02,8.278894629979596798e-02,8.050142845356034194e-02,2.230645633066179745e-01,2.540868066231341538e-02,4.810259374643228308e-02,8.042954027328723388e-02
2.127061284923297824e-01,3.840232016410607963e-01,1.024091329435519448e-01,5.410502740187878024e-02,1.773868039788693146e-02,2.830770446959965936e-01,1.000000000000000000e+00,2.348496706259298461e-01,3.508494630086155808e-01,8.621523544154634233e-02,3.721635496722150438e-01,3.720303309547748905e-01,4.334595935948583056e-01,4.327796581967996992e-01,3.013518045590650729e-01,5.346027108360130731e-01,5.393386809063869386e-02,9.916187235850544568e-02,4.228779450306502374e-01,5.227780916148894175e-01,4.941144658783326593e-02,3.494457863408966802e-01,1.716694752445033778e-01,4.254260582692531711e-02,2.128806846840410397e-02,5.371545026887104834e-02,5.441329690507071271e-02,5.608279900667367812e-02,2.018024267301821162e-01,1.503996801039982623e-01,8.075120871480509499e-02,3.103544018537474428e-02,3.518286741710702908e-02,4.106479509017742918e-02,4.013906765260538689e-02,4.177738572899316466e-02,4.429212901545535180e-02,1.735011603807744274e-01,1.250331423467129256e-02,2.615517283572749499e-02,5.019302895719145868e-02
1.268397993127541312e-01,2.304489456924388169e-01,1.720152433236810940e-01,1.405934823313402249e-01,5.062929154574653118e-02,3.795126655780117209e-01,2.348496706259298461e-01,1.000000000000000000e+00,2.033921511019175510e-01,2.632469870463441386e-01,1.607578676431209441e-01,1.797659813388485517e-01,1.732747567452434523e-01,2.615427882057598796e-01,1.172906262970234703e-01,2.513925553657593848e-01,1.370947784392048951e-01,1.851691199999078163e-01,1.667928358447472725e-01,1.987376700078636038e-01,1.233778816593148892e-01,1.978567088469491420e-01,2.207975701725511664e-01,1.204479938237417169e-01,4.571217113606026311e-02,1.072373918029421724e-01,1.091427454323799368e-01,1.251098778857142046e-01,1.562153751319940997e-01,2.065685389035410158e-01,2.071761020579563628e-01,5.902982821762637472e-02,6.788052440563617507e-02,9.114429415728049488e-02,7.236238858232445226e-02,8.072760973340037394e-02,7.527595906833538242e-02,1.748166146573405522e-01,3.673899088888643583e-02,4.465507781117161734e-02,6.968826443633444057e-02
1.981957152011960266e-01,2.703653216568954187e-01,8.138300629485595294e-02,5.461515177905014451e-02,1.706442068686175179e-02,3.070790520411584845e-01,3.508494630086155808e-01,2.033921511019175510e-01,1.000000000000000000e+00,7.841603668887363321e-02,3.055044175696065567e-01,2.647473690720626993e-01,3.747584249862462857e-01,3.540777725343366433e-01,2.561748952427721493e-01,3.486894599849258980e-01,4.538335447827097913e-02,7.591763026934553182e-02,3.089192806559620808e-01,3.226372725140023157e-01,5.282379580682250442e-02,2.250517944501776446e-01,1.344738019652430561e-01,3.722460193381829652e-02,1.782852850176991008e-02,4.262040570856395066e-02,4.360947838315544500e-02,4.483093550709086467e-02,1.288142670231265385e-01,1.077797069178576678e-01,6.770798389556190178e-02,2.663947319477865533e-02,3.065797216771714087e-02,3.332849963895249262e-02,3.481466924449262701e-02,3.613995876312314781e-02,3.487849302844817090e-02,1.194318753937321925e-01,1.200740715852894464e-02,2.242183369384298866e-02,4.194872311108033269e-02
6.330205483337643380e-02,1.002460976377847757e-01,1.734068511783386779e-01,2.169694346766918858e-01,1.290312399676261101e-01,1.659666850731685572e-01,8.621523544154634233e-02,2.632469870463441386e-01,7.841603668887363321e-02,1.000000000000000000e+00,6.342968380688501773e-02,7.271807641185111526e-02,6.610505093700705381e-02,9.985031810149783138e-02,4.882507356815386779e-02,8.916628000208255689e-02,2.336774837436347285e-01,1.817355010489191125e-01,6.505227241700815843e-02,7.671217817679797102e-02,1.962167261453568179e-01,8.469262829854838637e-02,1.179488359064860825e-01,2.643198185228771702e-01,6.588816842209326008e-02,1.214978472983658103e-01,1.343612352970735280e-01,1.536449807554992331e-01,8.679481943881965644e-02,1.337455824503454849e-01,3.259281732612283600e-01,7.225200028695910603e-02,7.852250142459067661e-02,1.126307195666758215e-01,8.182618099693451941e-02,9.434925153163611911e-02,8.473998152844515463e-02,1.083792191475947825e-01,9.119210995262255759e-02,5.327486330696836608e-02,6.241634655035255969e-02
2.880145831827559122e-01,3.495334500585898230e-01,7.615834681944892715e-02,4.252293541899353213e-02,1.383845338974756291e-02,2.156790774392038645e-01,3.721635496722150438e-01,1.607578676431209441e-01,3.055044175696065567e-01,6.342968380688501773e-02,1.000000000000000000e+00,3.838835737827285821e-01,4.626517730600839817e-01,3.350068232539233359e-01,3.337434694499132326e-01,3.793562078314893227e-01,3.637943188977241227e-02,6.669462149745286617e-02,3.984866354898097263e-01,4.145707035957015840e-01,4.064511901508060382e-02,3.186990337093669745e-01,1.267128358330592841e-01,3.017956235854150557e-02,1.388406308004930777e-02,3.446626851595865210e-02,3.412394405690825916e-02,3.508637952547701694e-02,1.299961873811123214e-01,8.490090410177156266e-02,5.463340075529538042e-02,2.064049917627244768e-02,2.360858010631259815e-02,2.605585524531373737e-02,2.536020546307996004e-02,2.734936084812521900e-02,2.840691221573080766e-02,1.134069759618314410e-01,9.149412748808257584e-03,1.705800824954169237e-02,3.153690546238474557e-02
